filename,path,doc_type,confidence,method
test_ipc.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pyarrow\tests\__pycache__\test_ipc.cpython-311.pyc,compiled_code,0.99,pattern_override
rfc3739.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pyasn1_modules\rfc3739.py,technical_script,0.98,pattern_override
rfc5639.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pyasn1_modules\rfc5639.py,technical_script,0.98,pattern_override
rfc6211.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pyasn1_modules\rfc6211.py,technical_script,0.98,pattern_override
rfc2634.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pyasn1_modules\__pycache__\rfc2634.cpython-311.pyc,compiled_code,0.99,pattern_override
rfc4490.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pyasn1_modules\__pycache__\rfc4490.cpython-311.pyc,compiled_code,0.99,pattern_override
rfc8708.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pyasn1_modules\__pycache__\rfc8708.cpython-311.pyc,compiled_code,0.99,pattern_override
schema.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pydantic\v1\__pycache__\schema.cpython-311.pyc,compiled_code,0.99,pattern_override
_serializers.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pydantic\_internal\__pycache__\_serializers.cpython-311.pyc,compiled_code,0.99,pattern_override
tools.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pydantic\__pycache__\tools.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\PyPDF2\generic\__init__.py,technical_script,0.98,pattern_override
extract_text.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pypdfium2\_cli\extract_text.py,technical_script,0.98,pattern_override
tile.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pypdfium2\_cli\__pycache__\tile.cpython-311.pyc,compiled_code,0.99,pattern_override
fail.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pythonwin\pywin\debugger\__pycache__\fail.cpython-311.pyc,compiled_code,0.99,pattern_override
window.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pythonwin\pywin\framework\window.py,technical_script,0.98,pattern_override
coloreditor.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pythonwin\pywin\framework\editor\color\coloreditor.py,technical_script,0.98,pattern_override
view.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pythonwin\pywin\scintilla\view.py,technical_script,0.98,pattern_override
find.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pythonwin\pywin\scintilla\__pycache__\find.cpython-311.pyc,compiled_code,0.99,pattern_override
view.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\pythonwin\pywin\scintilla\__pycache__\view.cpython-311.pyc,compiled_code,0.99,pattern_override
hooks.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\requests\hooks.py,technical_script,0.98,pattern_override
composer.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\ruamel\yaml\__pycache__\composer.cpython-311.pyc,compiled_code,0.99,pattern_override
test_multithreading.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\fft\tests\__pycache__\test_multithreading.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\interpolate\tests\__init__.py,technical_script,0.98,pattern_override
interpnd.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\interpolate\__pycache__\interpnd.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\interpolate\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
_mio4.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\io\matlab\_mio4.py,technical_script,0.98,pattern_override
test_mmio.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\io\tests\test_mmio.py,technical_script,0.98,pattern_override
test_idl.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\io\tests\__pycache__\test_idl.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\io\tests\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
wavfile.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\io\__pycache__\wavfile.cpython-311.pyc,compiled_code,0.99,pattern_override
_matfuncs_inv_ssq.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\linalg\_matfuncs_inv_ssq.py,technical_script,0.98,pattern_override
test_splines.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\ndimage\tests\test_splines.py,technical_script,0.98,pattern_override
test_measurements.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\ndimage\tests\__pycache__\test_measurements.cpython-311.pyc,compiled_code,0.99,pattern_override
_qap.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\optimize\_qap.py,technical_script,0.98,pattern_override
test_cobyqa.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\optimize\tests\test_cobyqa.py,technical_script,0.98,pattern_override
test_trustregion_krylov.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\optimize\tests\test_trustregion_krylov.py,technical_script,0.98,pattern_override
test_bracket.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\optimize\tests\__pycache__\test_bracket.cpython-311.pyc,compiled_code,0.99,pattern_override
test_cobyla.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\optimize\tests\__pycache__\test_cobyla.cpython-311.pyc,compiled_code,0.99,pattern_override
_max_len_seq.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\signal\_max_len_seq.py,technical_script,0.98,pattern_override
windows.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\signal\windows\windows.py,technical_script,0.98,pattern_override
construct.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\sparse\construct.py,technical_script,0.98,pattern_override
_extract.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\sparse\_extract.py,technical_script,0.98,pattern_override
_spfuncs.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\sparse\_spfuncs.py,technical_script,0.98,pattern_override
__init__.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\sparse\linalg\_eigen\tests\__init__.py,technical_script,0.98,pattern_override
_gcrotmk.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\sparse\linalg\_isolve\_gcrotmk.py,technical_script,0.98,pattern_override
test_sputils.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\sparse\tests\test_sputils.py,technical_script,0.98,pattern_override
test_hausdorff.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\spatial\tests\test_hausdorff.py,technical_script,0.98,pattern_override
_rotation_groups.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\spatial\transform\_rotation_groups.py,technical_script,0.98,pattern_override
_lambertw.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\special\_lambertw.py,technical_script,0.98,pattern_override
test_cosine_distr.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\special\tests\test_cosine_distr.py,technical_script,0.98,pattern_override
test_cython_special.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\special\tests\__pycache__\test_cython_special.cpython-311.pyc,compiled_code,0.99,pattern_override
test_ufunc_signatures.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\special\tests\__pycache__\test_ufunc_signatures.cpython-311.pyc,compiled_code,0.99,pattern_override
_qmvnt.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\stats\_qmvnt.py,technical_script,0.98,pattern_override
fisher_exact_results_from_r.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\stats\tests\data\__pycache__\fisher_exact_results_from_r.cpython-311.pyc,compiled_code,0.99,pattern_override
_binomtest.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\stats\__pycache__\_binomtest.cpython-311.pyc,compiled_code,0.99,pattern_override
_common.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\stats\__pycache__\_common.cpython-311.pyc,compiled_code,0.99,pattern_override
decorator.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\_lib\decorator.py,technical_script,0.98,pattern_override
_docscrape.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\_lib\_docscrape.py,technical_script,0.98,pattern_override
_threadsafety.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\_lib\_threadsafety.py,technical_script,0.98,pattern_override
__init__.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\_lib\__init__.py,technical_script,0.98,pattern_override
fft.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\_lib\array_api_compat\cupy\__pycache__\fft.cpython-311.pyc,compiled_code,0.99,pattern_override
_aliases.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\_lib\array_api_compat\cupy\__pycache__\_aliases.cpython-311.pyc,compiled_code,0.99,pattern_override
_typing.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\_lib\array_api_compat\numpy\_typing.py,technical_script,0.98,pattern_override
versions.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\scipy\_lib\cobyqa\utils\__pycache__\versions.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sentence_transformers\backend\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
correlation.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sentence_transformers\cross_encoder\evaluation\__pycache__\correlation.cpython-311.pyc,compiled_code,0.99,pattern_override
RankNetLoss.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sentence_transformers\cross_encoder\losses\__pycache__\RankNetLoss.cpython-311.pyc,compiled_code,0.99,pattern_override
ParallelSentencesDataset.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sentence_transformers\datasets\__pycache__\ParallelSentencesDataset.cpython-311.pyc,compiled_code,0.99,pattern_override
BoW.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sentence_transformers\models\BoW.py,technical_script,0.98,pattern_override
__init__.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sentence_transformers\models\tokenizer\__init__.py,technical_script,0.98,pattern_override
SparseEmbeddingSimilarityEvaluator.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sentence_transformers\sparse_encoder\evaluation\__pycache__\SparseEmbeddingSimilarityEvaluator.cpython-311.pyc,compiled_code,0.99,pattern_override
tensor.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sentence_transformers\util\tensor.py,technical_script,0.98,pattern_override
pyprojecttoml.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\setuptools\config\__pycache__\pyprojecttoml.cpython-311.pyc,compiled_code,0.99,pattern_override
test_pbr.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\setuptools\tests\integration\test_pbr.py,technical_script,0.98,pattern_override
install_scripts.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\setuptools\_distutils\command\install_scripts.py,technical_script,0.98,pattern_override
test_install_data.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\setuptools\_distutils\tests\test_install_data.py,technical_script,0.98,pattern_override
test_build_ext.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\setuptools\_distutils\tests\__pycache__\test_build_ext.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\setuptools\_vendor\backports\tarfile\compat\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
_config.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\setuptools\_vendor\typeguard\_config.py,technical_script,0.98,pattern_override
requirements.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\setuptools\_vendor\wheel\vendored\packaging\__pycache__\requirements.cpython-311.pyc,compiled_code,0.99,pattern_override
plots.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\shap\benchmark\__pycache__\plots.cpython-311.pyc,compiled_code,0.99,pattern_override
_composite.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\shap\maskers\__pycache__\_composite.cpython-311.pyc,compiled_code,0.99,pattern_override
_teacher_forcing.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\shap\models\_teacher_forcing.py,technical_script,0.98,pattern_override
_benchmark.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\shap\plots\_benchmark.py,technical_script,0.98,pattern_override
_clustering.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\shap\utils\__pycache__\_clustering.cpython-311.pyc,compiled_code,0.99,pattern_override
multilinestring.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\shapely\geometry\__pycache__\multilinestring.cpython-311.pyc,compiled_code,0.99,pattern_override
point.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\shapely\geometry\__pycache__\point.cpython-311.pyc,compiled_code,0.99,pattern_override
test_predicates.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\shapely\tests\test_predicates.py,technical_script,0.98,pattern_override
test_ndarrays.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\shapely\tests\legacy\test_ndarrays.py,technical_script,0.98,pattern_override
test_shared_paths.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\shapely\tests\legacy\__pycache__\test_shared_paths.cpython-311.pyc,compiled_code,0.99,pattern_override
set_operations.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\shapely\__pycache__\set_operations.cpython-311.pyc,compiled_code,0.99,pattern_override
_hog.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\skimage\feature\_hog.py,technical_script,0.98,pattern_override
texture.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\skimage\feature\__pycache__\texture.cpython-311.pyc,compiled_code,0.99,pattern_override
lpi_filter.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\skimage\filters\__pycache__\lpi_filter.cpython-311.pyc,compiled_code,0.99,pattern_override
test_label.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\skimage\measure\tests\test_label.py,technical_script,0.98,pattern_override
test_profile.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\skimage\measure\tests\test_profile.py,technical_script,0.98,pattern_override
_regionprops_utils.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\skimage\measure\__pycache__\_regionprops_utils.cpython-311.pyc,compiled_code,0.99,pattern_override
test_segmentation_metrics.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\skimage\metrics\tests\__pycache__\test_segmentation_metrics.cpython-311.pyc,compiled_code,0.99,pattern_override
extrema.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\skimage\morphology\__pycache__\extrema.cpython-311.pyc,compiled_code,0.99,pattern_override
_cycle_spin.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\skimage\restoration\__pycache__\_cycle_spin.cpython-311.pyc,compiled_code,0.99,pattern_override
test_expand_labels.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\skimage\segmentation\tests\__pycache__\test_expand_labels.cpython-311.pyc,compiled_code,0.99,pattern_override
radon_transform.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\skimage\transform\__pycache__\radon_transform.cpython-311.pyc,compiled_code,0.99,pattern_override
test_fast_exp.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\skimage\_shared\tests\test_fast_exp.py,technical_script,0.98,pattern_override
test_interpolation.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\skimage\_shared\tests\test_interpolation.py,technical_script,0.98,pattern_override
test_testing.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\skimage\_shared\tests\test_testing.py,technical_script,0.98,pattern_override
isotonic.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\isotonic.py,technical_script,0.98,pattern_override
test_birch.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\cluster\tests\test_birch.py,technical_script,0.98,pattern_override
test_optics.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\cluster\tests\__pycache__\test_optics.cpython-311.pyc,compiled_code,0.99,pattern_override
test_elliptic_envelope.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\covariance\tests\__pycache__\test_elliptic_envelope.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\datasets\tests\data\openml\id_561\__init__.py,technical_script,0.98,pattern_override
test_samples_generator.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\datasets\tests\__pycache__\test_samples_generator.cpython-311.pyc,compiled_code,0.99,pattern_override
test_voting.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\ensemble\tests\__pycache__\test_voting.cpython-311.pyc,compiled_code,0.99,pattern_override
test_predictor.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\ensemble\_hist_gradient_boosting\tests\test_predictor.py,technical_script,0.98,pattern_override
test_monotonic_constraints.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\ensemble\_hist_gradient_boosting\tests\__pycache__\test_monotonic_constraints.cpython-311.pyc,compiled_code,0.99,pattern_override
enable_iterative_imputer.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\experimental\enable_iterative_imputer.py,technical_script,0.98,pattern_override
fft.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\externals\array_api_compat\numpy\__pycache__\fft.cpython-311.pyc,compiled_code,0.99,pattern_override
_aliases.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\externals\array_api_compat\torch\__pycache__\_aliases.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\externals\_packaging\__init__.py,technical_script,0.98,pattern_override
test_gpc.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\gaussian_process\tests\test_gpc.py,technical_script,0.98,pattern_override
_mds.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\manifold\_mds.py,technical_script,0.98,pattern_override
test_supervised.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\metrics\cluster\tests\__pycache__\test_supervised.cpython-311.pyc,compiled_code,0.99,pattern_override
confusion_matrix.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\metrics\_plot\confusion_matrix.py,technical_script,0.98,pattern_override
_base.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\metrics\__pycache__\_base.cpython-311.pyc,compiled_code,0.99,pattern_override
__init__.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\mixture\tests\__pycache__\__init__.cpython-311.pyc,compiled_code,0.99,pattern_override
test_stochastic_optimizers.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\neural_network\tests\__pycache__\test_stochastic_optimizers.cpython-311.pyc,compiled_code,0.99,pattern_override
_label.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\preprocessing\_label.py,technical_script,0.98,pattern_override
test_encoders.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\preprocessing\tests\test_encoders.py,technical_script,0.98,pattern_override
test_data.cpython-311.pyc,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\preprocessing\tests\__pycache__\test_data.cpython-311.pyc,compiled_code,0.99,pattern_override
test_self_training.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\semi_supervised\tests\test_self_training.py,technical_script,0.98,pattern_override
test_bounds.py,.ifmos\training_sample\60_Technology\System_Administration\Scripts\IFMOS\Python\pytorch-venv\Lib\site-packages\sklearn\svm\tests\test_bounds.py,technical_script,0.98,pattern_override
